Benchmark,Dataset,Model,Language,Prompt_ID,Old_Top_1_Score,New_Top_1_Score
CoderEval4Python_prompt_codegen-2B-multi_128_10.jsonl,CoderEval4Python_prompt,codegen-2B-multi,Python,62b87d23d292efb640a55667,1,3
CoderEval4Python_prompt_codegen-2B-mono_128_10.jsonl,CoderEval4Python_prompt,codegen-2B-mono,Python,630629e252e177c0ba46a0d6,0,2
CoderEval4Python_prompt_codegen-2B-mono_128_10.jsonl,CoderEval4Python_prompt,codegen-2B-mono,Python,62b8d23e48ba5a41d1c3f49e,3,3
CoderEval4Python_prompt_codegen-2B-mono_128_10.jsonl,CoderEval4Python_prompt,codegen-2B-mono,Python,62b87b4f9a0c4fa8b80b3581,0,2
CoderEval4Python_prompt_codegen-2B-mono_128_10.jsonl,CoderEval4Python_prompt,codegen-2B-mono,Python,62b45e2eb89c9fd354170232,2,2
CoderEval4Python_prompt_codegen-2B-mono_128_10.jsonl,CoderEval4Python_prompt,codegen-2B-mono,Python,62b45df05108cfac7f2109ce,2,2
CoderEval4Python_prompt_PolyCoder-2.7B_128_10.jsonl,CoderEval4Python_prompt,PolyCoder-2.7B,Python,6306092e73426c38ae68ad0a,2,2
CoderEval4Python_prompt_PolyCoder-2.7B_128_10.jsonl,CoderEval4Python_prompt,PolyCoder-2.7B,Python,62e6087bd76274f8a4026bfa,2,2
CoderEval4Python_prompt_PolyCoder-2.7B_128_10.jsonl,CoderEval4Python_prompt,PolyCoder-2.7B,Python,62e4fc3c85ea98643089041e,2,2
CoderEval4Python_prompt_PolyCoder-2.7B_128_10.jsonl,CoderEval4Python_prompt,PolyCoder-2.7B,Python,62b87d24d292efb640a55670,2,2
CoderEval4Python_prompt_PolyCoder-2.7B_128_10.jsonl,CoderEval4Python_prompt,PolyCoder-2.7B,Python,62b463153879012d1948149c,3,3
CoderEval4Python_prompt_PolyCoder-2.7B_128_10.jsonl,CoderEval4Python_prompt,PolyCoder-2.7B,Python,62b45e515108cfac7f210a3c,2,2
CoderEval4Python_prompt_PolyCoder-160M_128_10.jsonl,CoderEval4Python_prompt,PolyCoder-160M,Python,630629b952e177c0ba46a043,2,2
CoderEval4Python_prompt_PolyCoder-160M_128_10.jsonl,CoderEval4Python_prompt,PolyCoder-160M,Python,6306092e73426c38ae68ad11,3,3
CoderEval4Python_prompt_PolyCoder-160M_128_10.jsonl,CoderEval4Python_prompt,PolyCoder-160M,Python,62b8d22948ba5a41d1c3f47c,2,2
CoderEval4Python_prompt_PolyCoder-160M_128_10.jsonl,CoderEval4Python_prompt,PolyCoder-160M,Python,62b45e21e0d4551b0392c8ed,2,2
CoderEval4Python_prompt_PolyCoder-0.4B_128_10.jsonl,CoderEval4Python_prompt,PolyCoder-0.4B,Python,6306292652e177c0ba469f34,3,3
CoderEval4Python_prompt_PolyCoder-0.4B_128_10.jsonl,CoderEval4Python_prompt,PolyCoder-0.4B,Python,6306092e73426c38ae68ad09,1,2
CoderEval4Python_prompt_PolyCoder-0.4B_128_10.jsonl,CoderEval4Python_prompt,PolyCoder-0.4B,Python,62ece4982e6aefcf4aabbd60,2,2
CoderEval4Python_prompt_PolyCoder-0.4B_128_10.jsonl,CoderEval4Python_prompt,PolyCoder-0.4B,Python,62b8d23748ba5a41d1c3f496,0,2
CoderEval4Python_prompt_PolyCoder-0.4B_128_10.jsonl,CoderEval4Python_prompt,PolyCoder-0.4B,Python,62b86729b4d922cb0e688c2f,2,2
CoderEval4Python_prompt_PolyCoder-0.4B_128_10.jsonl,CoderEval4Python_prompt,PolyCoder-0.4B,Python,62b463163879012d194814a4,0,2
CoderEval4Python_prompt_PolyCoder-0.4B_128_10.jsonl,CoderEval4Python_prompt,PolyCoder-0.4B,Python,62b463153879012d194814a1,3,3
CoderEval4Java_prompt_incoder-1B_128_10.jsonl,CoderEval4Java_prompt,incoder-1B,Java,636766fe1a6d9265ec017833,1,2
CoderEval4Java_prompt_gpt3.5_512_10.jsonl,CoderEval4Java_prompt,gpt3.5,Java,636767a61a6d9265ec0185b7,3,3
CoderEval4Java_prompt_gpt3.5_512_10.jsonl,CoderEval4Java_prompt,gpt3.5,Java,636767821a6d9265ec0183ab,0,3
CoderEval4Java_prompt_gpt3.5_512_10.jsonl,CoderEval4Java_prompt,gpt3.5,Java,636767691a6d9265ec0181a6,3,3
CoderEval4Java_prompt_gpt3.5_512_10.jsonl,CoderEval4Java_prompt,gpt3.5,Java,636767551a6d9265ec017f3f,3,3
CoderEval4Java_prompt_gpt3.5_512_10.jsonl,CoderEval4Java_prompt,gpt3.5,Java,636767431a6d9265ec017c8d,3,3
CoderEval4Java_prompt_gpt3.5_512_10.jsonl,CoderEval4Java_prompt,gpt3.5,Java,636767151a6d9265ec017b6b,3,3
CoderEval4Java_prompt_gpt3.5_512_10.jsonl,CoderEval4Java_prompt,gpt3.5,Java,6367670c1a6d9265ec017a35,3,3
CoderEval4Java_prompt_gpt3.5_512_10.jsonl,CoderEval4Java_prompt,gpt3.5,Java,636767041a6d9265ec01790f,3,3
CoderEval4Java_prompt_gpt3.5_512_10.jsonl,CoderEval4Java_prompt,gpt3.5,Java,636766fa1a6d9265ec01779c,1,1
CoderEval4Java_prompt_gpt3.5_512_10.jsonl,CoderEval4Java_prompt,gpt3.5,Java,636766821a6d9265ec0174b3,0,3
CoderEval4Java_prompt_codegen-350M-multi_128_10.jsonl,CoderEval4Java_prompt,codegen-350M-multi,Java,636767dc1a6d9265ec0186be,0,3
CoderEval4Java_prompt_codegen-350M-multi_128_10.jsonl,CoderEval4Java_prompt,codegen-350M-multi,Java,636767ab1a6d9265ec018676,2,2
CoderEval4Java_prompt_codegen-350M-multi_128_10.jsonl,CoderEval4Java_prompt,codegen-350M-multi,Java,636767791a6d9265ec018263,0,2
CoderEval4Java_prompt_codegen-350M-multi_128_10.jsonl,CoderEval4Java_prompt,codegen-350M-multi,Java,6367676a1a6d9265ec0181d4,3,3
CoderEval4Java_prompt_codegen-350M-multi_128_10.jsonl,CoderEval4Java_prompt,codegen-350M-multi,Java,636767461a6d9265ec017d17,0,3
CoderEval4Java_prompt_codegen-350M-multi_128_10.jsonl,CoderEval4Java_prompt,codegen-350M-multi,Java,636766ff1a6d9265ec01783b,1,2
CoderEval4Java_prompt_codegen-350M-multi_128_10.jsonl,CoderEval4Java_prompt,codegen-350M-multi,Java,636766831a6d9265ec0174eb,0,1
CoderEval4Java_prompt_codegen-350M-multi_128_10.jsonl,CoderEval4Java_prompt,codegen-350M-multi,Java,636766801a6d9265ec017482,1,2
CoderEval4Java_prompt_codegen-2B-multi_128_10.jsonl,CoderEval4Java_prompt,codegen-2B-multi,Java,636767a41a6d9265ec01856c,0,3
CoderEval4Java_prompt_codegen-2B-multi_128_10.jsonl,CoderEval4Java_prompt,codegen-2B-multi,Java,6367676c1a6d9265ec01820b,0,3
CoderEval4Java_prompt_codegen-2B-multi_128_10.jsonl,CoderEval4Java_prompt,codegen-2B-multi,Java,6367670b1a6d9265ec017a0f,3,3
CoderEval4Java_prompt_codegen-2B-multi_128_10.jsonl,CoderEval4Java_prompt,codegen-2B-multi,Java,636766ff1a6d9265ec017842,0,3
CoderEval4Java_prompt_codegen-2B-multi_128_10.jsonl,CoderEval4Java_prompt,codegen-2B-multi,Java,636766fe1a6d9265ec017833,0,3
CoderEval4Java_prompt_codegen-2B-multi_128_10.jsonl,CoderEval4Java_prompt,codegen-2B-multi,Java,636766f81a6d9265ec017758,0,1
CoderEval4Java_prompt_codegen-2B-multi_128_10.jsonl,CoderEval4Java_prompt,codegen-2B-multi,Java,636766f21a6d9265ec01767d,1,3
CoderEval4Java_prompt_PolyCoder-2.7B_128_10.jsonl,CoderEval4Java_prompt,PolyCoder-2.7B,Java,636767821a6d9265ec0183a0,1,1
CoderEval4Java_prompt_PolyCoder-2.7B_128_10.jsonl,CoderEval4Java_prompt,PolyCoder-2.7B,Java,6367676b1a6d9265ec0181ee,0,2
CoderEval4Java_prompt_PolyCoder-2.7B_128_10.jsonl,CoderEval4Java_prompt,PolyCoder-2.7B,Java,6367672d1a6d9265ec017c73,0,2
CoderEval4Java_prompt_PolyCoder-2.7B_128_10.jsonl,CoderEval4Java_prompt,PolyCoder-2.7B,Java,636767001a6d9265ec01787f,0,2
CoderEval4Java_prompt_PolyCoder-2.7B_128_10.jsonl,CoderEval4Java_prompt,PolyCoder-2.7B,Java,636766831a6d9265ec0174eb,0,2
CoderEval4Java_prompt_PolyCoder-2.7B_128_10.jsonl,CoderEval4Java_prompt,PolyCoder-2.7B,Java,636766801a6d9265ec017487,0,1
CoderEval4Java_prompt_PolyCoder-160M_128_10.jsonl,CoderEval4Java_prompt,PolyCoder-160M,Java,6367676c1a6d9265ec018204,1,1
CoderEval4Java_prompt_PolyCoder-160M_128_10.jsonl,CoderEval4Java_prompt,PolyCoder-160M,Java,6367670a1a6d9265ec0179cf,0,2
CoderEval4Java_prompt_PolyCoder-160M_128_10.jsonl,CoderEval4Java_prompt,PolyCoder-160M,Java,636767081a6d9265ec0179a2,0,3
CoderEval4Java_prompt_PolyCoder-160M_128_10.jsonl,CoderEval4Java_prompt,PolyCoder-160M,Java,636767001a6d9265ec01787f,2,2
CoderEval4Java_prompt_PolyCoder-160M_128_10.jsonl,CoderEval4Java_prompt,PolyCoder-160M,Java,636766801a6d9265ec017482,0,2
CoderEval4Java_prompt_PolyCoder-0.4B_128_10.jsonl,CoderEval4Java_prompt,PolyCoder-0.4B,Java,636767dd1a6d9265ec0186f3,0,2
CoderEval4Java_prompt_PolyCoder-0.4B_128_10.jsonl,CoderEval4Java_prompt,PolyCoder-0.4B,Java,636767861a6d9265ec018440,0,2
CoderEval4Java_prompt_PolyCoder-0.4B_128_10.jsonl,CoderEval4Java_prompt,PolyCoder-0.4B,Java,6367676c1a6d9265ec01820b,0,2
CoderEval4Java_prompt_PolyCoder-0.4B_128_10.jsonl,CoderEval4Java_prompt,PolyCoder-0.4B,Java,636767041a6d9265ec0178f8,0,1
CoderEval4Java_prompt_PolyCoder-0.4B_128_10.jsonl,CoderEval4Java_prompt,PolyCoder-0.4B,Java,636766f01a6d9265ec01762e,0,2
CoderEval4Java_prompt_PolyCoder-0.4B_128_10.jsonl,CoderEval4Java_prompt,PolyCoder-0.4B,Java,636766a81a6d9265ec01758e,0,2
SecurityEval_python_incoder-1B_128_10.jsonl,SecurityEval_python,incoder-1B,Python,CWE-776_codeql_1.py,1,1
SecurityEval_python_incoder-1B_128_10.jsonl,SecurityEval_python,incoder-1B,Python,CWE-502_codeql_1.py,1,1
SecurityEval_python_incoder-1B_128_10.jsonl,SecurityEval_python,incoder-1B,Python,CWE-327_codeql_1.py,0,1
SecurityEval_python_gpt3.5_512_10.jsonl,SecurityEval_python,gpt3.5,Python,CWE-330_author_1.py,1,3
SecurityEval_python_gpt3.5_512_10.jsonl,SecurityEval_python,gpt3.5,Python,CWE-326_author_2.py,1,1
SecurityEval_python_gpt3.5_512_10.jsonl,SecurityEval_python,gpt3.5,Python,CWE-269_mitre_1.py,3,3
SecurityEval_python_gpt3.5_512_10.jsonl,SecurityEval_python,gpt3.5,Python,CWE-200_author_1.py,1,3
SecurityEval_python_gpt3.5_512_10.jsonl,SecurityEval_python,gpt3.5,Python,CWE-094_author_1.py,0,1
SecurityEval_python_gpt3.5_512_10.jsonl,SecurityEval_python,gpt3.5,Python,CWE-079_codeql_1.py,0,1
SecurityEval_python_gpt3.5_512_10.jsonl,SecurityEval_python,gpt3.5,Python,CWE-078_codeql_1.py,0,1
SecurityEval_python_codeparrot_128_10.jsonl,SecurityEval_python,codeparrot,Python,CWE-827_sonar_1.py,1,1
SecurityEval_python_codeparrot_128_10.jsonl,SecurityEval_python,codeparrot,Python,CWE-732_author_1.py,2,2
SecurityEval_python_codeparrot_128_10.jsonl,SecurityEval_python,codeparrot,Python,CWE-330_author_1.py,2,2
SecurityEval_python_codeparrot_128_10.jsonl,SecurityEval_python,codeparrot,Python,CWE-326_author_1.py,0,1
SecurityEval_python_codeparrot_128_10.jsonl,SecurityEval_python,codeparrot,Python,CWE-321_author_2.py,2,2
SecurityEval_python_codeparrot_128_10.jsonl,SecurityEval_python,codeparrot,Python,CWE-259_author_1.py,2,2
SecurityEval_python_codeparrot_128_10.jsonl,SecurityEval_python,codeparrot,Python,CWE-078_author_1.py,0,1
SecurityEval_python_codeparrot_128_10.jsonl,SecurityEval_python,codeparrot,Python,CWE-022_codeql_2.py,3,3
SecurityEval_python_codeparrot-small_128_10.jsonl,SecurityEval_python,codeparrot-small,Python,CWE-611_sonar_4.py,1,1
SecurityEval_python_codeparrot-small_128_10.jsonl,SecurityEval_python,codeparrot-small,Python,CWE-522_pearce_1.py,0,2
SecurityEval_python_codeparrot-small_128_10.jsonl,SecurityEval_python,codeparrot-small,Python,CWE-259_author_1.py,0,2
SecurityEval_python_codeparrot-small_128_10.jsonl,SecurityEval_python,codeparrot-small,Python,CWE-200_author_1.py,1,2
SecurityEval_python_codeparrot-small_128_10.jsonl,SecurityEval_python,codeparrot-small,Python,CWE-1204_sonar_1.py,1,1
SecurityEval_python_codeparrot-small_128_10.jsonl,SecurityEval_python,codeparrot-small,Python,CWE-089_author_1.py,1,1
SecurityEval_python_codeparrot-small_128_10.jsonl,SecurityEval_python,codeparrot-small,Python,CWE-079_codeql_1.py,0,1
SecurityEval_python_codeparrot-small_128_10.jsonl,SecurityEval_python,codeparrot-small,Python,CWE-020_author_2.py,1,1
SecurityEval_python_codegen-350M-multi_128_10.jsonl,SecurityEval_python,codegen-350M-multi,Python,CWE-776_codeql_1.py,0,1
SecurityEval_python_codegen-350M-multi_128_10.jsonl,SecurityEval_python,codegen-350M-multi,Python,CWE-759_mitre_1.py,1,2
SecurityEval_python_codegen-350M-multi_128_10.jsonl,SecurityEval_python,codegen-350M-multi,Python,CWE-611_codeql_1.py,0,1
SecurityEval_python_codegen-350M-multi_128_10.jsonl,SecurityEval_python,codegen-350M-multi,Python,CWE-522_pearce_1.py,0,2
SecurityEval_python_codegen-350M-multi_128_10.jsonl,SecurityEval_python,codegen-350M-multi,Python,CWE-434_pearce_1.py,2,2
SecurityEval_python_codegen-350M-multi_128_10.jsonl,SecurityEval_python,codegen-350M-multi,Python,CWE-326_author_2.py,1,1
SecurityEval_python_codegen-350M-multi_128_10.jsonl,SecurityEval_python,codegen-350M-multi,Python,CWE-117_codeql_1.py,0,2
SecurityEval_python_codegen-350M-multi_128_10.jsonl,SecurityEval_python,codegen-350M-multi,Python,CWE-022_codeql_2.py,0,2
SecurityEval_python_codegen-350M-multi_128_10.jsonl,SecurityEval_python,codegen-350M-multi,Python,CWE-020_codeql_2.py,0,1
SecurityEval_python_codegen-350M-mono_128_10.jsonl,SecurityEval_python,codegen-350M-mono,Python,CWE-605_author_1.py,0,3
SecurityEval_python_codegen-350M-mono_128_10.jsonl,SecurityEval_python,codegen-350M-mono,Python,CWE-522_pearce_1.py,0,2
SecurityEval_python_codegen-350M-mono_128_10.jsonl,SecurityEval_python,codegen-350M-mono,Python,CWE-502_mitre_1.py,2,2
SecurityEval_python_codegen-350M-mono_128_10.jsonl,SecurityEval_python,codegen-350M-mono,Python,CWE-502_codeql_1.py,1,1
SecurityEval_python_codegen-350M-mono_128_10.jsonl,SecurityEval_python,codegen-350M-mono,Python,CWE-326_author_2.py,1,1
SecurityEval_python_codegen-350M-mono_128_10.jsonl,SecurityEval_python,codegen-350M-mono,Python,CWE-200_author_1.py,2,2
SecurityEval_python_codegen-350M-mono_128_10.jsonl,SecurityEval_python,codegen-350M-mono,Python,CWE-078_author_1.py,1,1
SecurityEval_python_codegen-350M-mono_128_10.jsonl,SecurityEval_python,codegen-350M-mono,Python,CWE-022_author_2.py,1,3
SecurityEval_python_codegen-2B-multi_128_10.jsonl,SecurityEval_python,codegen-2B-multi,Python,CWE-827_sonar_1.py,1,1
SecurityEval_python_codegen-2B-multi_128_10.jsonl,SecurityEval_python,codegen-2B-multi,Python,CWE-379_sonar_1.py,3,3
SecurityEval_python_codegen-2B-multi_128_10.jsonl,SecurityEval_python,codegen-2B-multi,Python,CWE-327_codeql_2.py,2,2
SecurityEval_python_codegen-2B-multi_128_10.jsonl,SecurityEval_python,codegen-2B-multi,Python,CWE-095_author_1.py,1,2
SecurityEval_python_codegen-2B-multi_128_10.jsonl,SecurityEval_python,codegen-2B-multi,Python,CWE-094_sonar_1.py,0,2
SecurityEval_python_codegen-2B-multi_128_10.jsonl,SecurityEval_python,codegen-2B-multi,Python,CWE-089_codeql_1.py,0,1
SecurityEval_python_codegen-2B-multi_128_10.jsonl,SecurityEval_python,codegen-2B-multi,Python,CWE-022_codeql_2.py,2,2
SecurityEval_python_codegen-2B-multi_128_10.jsonl,SecurityEval_python,codegen-2B-multi,Python,CWE-020_codeql_2.py,0,1
SecurityEval_python_codegen-2B-multi_128_10.jsonl,SecurityEval_python,codegen-2B-multi,Python,CWE-020_author_2.py,1,1
SecurityEval_python_codegen-2B-mono_128_10.jsonl,SecurityEval_python,codegen-2B-mono,Python,CWE-611_author_1.py,0,1
SecurityEval_python_codegen-2B-mono_128_10.jsonl,SecurityEval_python,codegen-2B-mono,Python,CWE-522_pearce_1.py,1,2
SecurityEval_python_codegen-2B-mono_128_10.jsonl,SecurityEval_python,codegen-2B-mono,Python,CWE-502_codeql_1.py,1,1
SecurityEval_python_codegen-2B-mono_128_10.jsonl,SecurityEval_python,codegen-2B-mono,Python,CWE-434_pearce_2.py,0,2
SecurityEval_python_codegen-2B-mono_128_10.jsonl,SecurityEval_python,codegen-2B-mono,Python,CWE-347_sonar_3.py,3,3
SecurityEval_python_codegen-2B-mono_128_10.jsonl,SecurityEval_python,codegen-2B-mono,Python,CWE-347_sonar_2.py,3,3
SecurityEval_python_codegen-2B-mono_128_10.jsonl,SecurityEval_python,codegen-2B-mono,Python,CWE-331_author_1.py,1,3
SecurityEval_python_codegen-2B-mono_128_10.jsonl,SecurityEval_python,codegen-2B-mono,Python,CWE-094_sonar_1.py,0,2
SecurityEval_python_codegen-2B-mono_128_10.jsonl,SecurityEval_python,codegen-2B-mono,Python,CWE-020_author_2.py,1,1
SecurityEval_python_PolyCoder-2.7B_128_10.jsonl,SecurityEval_python,PolyCoder-2.7B,Python,CWE-730_codeql_1.py,2,2
SecurityEval_python_PolyCoder-2.7B_128_10.jsonl,SecurityEval_python,PolyCoder-2.7B,Python,CWE-595_author_1.py,1,3
SecurityEval_python_PolyCoder-2.7B_128_10.jsonl,SecurityEval_python,PolyCoder-2.7B,Python,CWE-339_mitre_1.py,3,3
SecurityEval_python_PolyCoder-2.7B_128_10.jsonl,SecurityEval_python,PolyCoder-2.7B,Python,CWE-330_author_1.py,1,2
SecurityEval_python_PolyCoder-2.7B_128_10.jsonl,SecurityEval_python,PolyCoder-2.7B,Python,CWE-283_mitre_1.py,2,2
SecurityEval_python_PolyCoder-2.7B_128_10.jsonl,SecurityEval_python,PolyCoder-2.7B,Python,CWE-1204_sonar_1.py,1,1
SecurityEval_python_PolyCoder-2.7B_128_10.jsonl,SecurityEval_python,PolyCoder-2.7B,Python,CWE-094_sonar_1.py,2,2
SecurityEval_python_PolyCoder-2.7B_128_10.jsonl,SecurityEval_python,PolyCoder-2.7B,Python,CWE-020_author_1.py,2,2
SecurityEval_python_PolyCoder-160M_128_10.jsonl,SecurityEval_python,PolyCoder-160M,Python,CWE-827_sonar_1.py,1,1
SecurityEval_python_PolyCoder-160M_128_10.jsonl,SecurityEval_python,PolyCoder-160M,Python,CWE-643_codeql_1.py,0,1
SecurityEval_python_PolyCoder-160M_128_10.jsonl,SecurityEval_python,PolyCoder-160M,Python,CWE-502_author_1.py,0,1
SecurityEval_python_PolyCoder-160M_128_10.jsonl,SecurityEval_python,PolyCoder-160M,Python,CWE-347_sonar_3.py,2,2
SecurityEval_python_PolyCoder-160M_128_10.jsonl,SecurityEval_python,PolyCoder-160M,Python,CWE-347_sonar_2.py,0,2
SecurityEval_python_PolyCoder-160M_128_10.jsonl,SecurityEval_python,PolyCoder-160M,Python,CWE-319_author_2.py,0,1
SecurityEval_python_PolyCoder-160M_128_10.jsonl,SecurityEval_python,PolyCoder-160M,Python,CWE-200_author_1.py,0,2
SecurityEval_python_PolyCoder-0.4B_128_10.jsonl,SecurityEval_python,PolyCoder-0.4B,Python,CWE-827_sonar_1.py,1,1
SecurityEval_python_PolyCoder-0.4B_128_10.jsonl,SecurityEval_python,PolyCoder-0.4B,Python,CWE-611_sonar_2.py,1,1
SecurityEval_python_PolyCoder-0.4B_128_10.jsonl,SecurityEval_python,PolyCoder-0.4B,Python,CWE-379_sonar_1.py,0,2
SecurityEval_python_PolyCoder-0.4B_128_10.jsonl,SecurityEval_python,PolyCoder-0.4B,Python,CWE-327_codeql_3.py,1,2
SecurityEval_python_PolyCoder-0.4B_128_10.jsonl,SecurityEval_python,PolyCoder-0.4B,Python,CWE-306_pearce_1.py,1,2
SecurityEval_python_PolyCoder-0.4B_128_10.jsonl,SecurityEval_python,PolyCoder-0.4B,Python,CWE-089_author_1.py,1,1
SecurityEval_python_PolyCoder-0.4B_128_10.jsonl,SecurityEval_python,PolyCoder-0.4B,Python,CWE-020_codeql_2.py,0,1
